MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_NA,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Garage Cond_Fa,Garage Cond_Gd,Garage Cond_NA,Garage Cond_Po,Garage Cond_TA,Paved Drive_P,Paved Drive_Y,SalePrice
60,96.0,12474,10,5,2007,2008,272.0,1280.0,0.0,402.0,1682.0,1742,590,0,2332,1.0,0.0,2,1,3,1,9,1,2008.0,3.0,846.0,196,134,0,0,0,0,0,8,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,426000
20,80.0,9600,5,7,1950,2007,0.0,607.0,0.0,506.0,1113.0,1113,0,0,1113,0.0,0.0,1,0,3,1,5,1,1950.0,1.0,264.0,0,80,120,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,147000
30,64.0,8574,6,8,1916,2000,0.0,0.0,0.0,816.0,816.0,1232,0,0,1232,0.0,0.0,1,0,3,1,6,1,1916.0,2.0,440.0,0,0,180,0,0,0,0,10,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,147500
20,104.0,14418,9,5,2007,2007,480.0,1375.0,0.0,575.0,1950.0,1950,0,0,1950,1.0,0.0,2,0,2,1,7,1,2007.0,3.0,706.0,156,207,0,0,0,0,0,5,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,383000
20,80.0,10400,7,5,1988,1988,102.0,929.0,0.0,916.0,1845.0,1872,0,0,1872,0.0,1.0,2,0,3,1,6,1,1988.0,2.0,604.0,197,39,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,241500
50,63.0,15564,6,6,1914,1995,0.0,0.0,0.0,676.0,676.0,676,588,0,1264,0.0,0.0,1,0,3,1,6,0,1994.0,2.0,400.0,424,0,0,0,0,0,400,1,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,147500
60,101.0,13543,8,5,2005,2005,130.0,16.0,0.0,1152.0,1168.0,1168,1332,0,2500,0.0,0.0,3,1,5,1,9,1,2005.0,3.0,683.0,192,32,0,0,0,0,0,7,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,355000
45,50.0,6130,5,6,1924,1950,0.0,784.0,0.0,0.0,784.0,784,0,0,784,1.0,0.0,1,0,2,1,5,0,0.0,0.0,0.0,0,0,116,0,0,0,0,5,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,109500
30,50.0,5925,2,4,1940,1950,0.0,0.0,0.0,0.0,0.0,612,0,0,612,0.0,0.0,1,0,1,1,4,0,1965.0,1.0,308.0,0,0,25,0,0,0,0,10,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45000
70,0.0,24090,7,7,1940,1950,0.0,0.0,0.0,1032.0,1032.0,1207,1196,0,2403,0.0,0.0,2,0,4,1,10,2,1940.0,1.0,349.0,56,0,318,0,0,0,0,6,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,244400
20,80.0,9600,6,5,1953,1953,238.0,1285.0,0.0,131.0,1416.0,1644,0,0,1644,1.0,0.0,1,0,3,1,7,2,1953.0,2.0,418.0,110,0,0,0,0,0,0,10,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,167000
60,65.0,8158,7,5,2002,2002,214.0,0.0,0.0,860.0,860.0,860,869,0,1729,0.0,0.0,2,1,3,1,7,0,2002.0,2.0,542.0,386,63,0,0,0,0,0,8,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,200000
30,50.0,5220,5,3,1936,1950,0.0,0.0,0.0,830.0,830.0,879,0,0,879,0.0,0.0,1,0,2,1,4,0,1936.0,1.0,180.0,0,108,0,0,0,0,0,1,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,80000
20,60.0,8172,5,7,1955,1990,0.0,167.0,0.0,697.0,864.0,864,0,0,864,1.0,0.0,1,0,2,1,5,0,1957.0,2.0,572.0,0,0,0,0,0,0,0,4,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,115000
20,72.0,9000,6,5,1956,1956,74.0,616.0,0.0,580.0,1196.0,1196,0,0,1196,1.0,0.0,1,0,2,1,6,1,1956.0,1.0,297.0,0,44,0,0,0,0,0,5,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,139000
60,74.0,7844,6,7,1978,1978,203.0,209.0,0.0,463.0,672.0,672,728,0,1400,0.0,0.0,1,1,3,1,6,1,1978.0,2.0,440.0,0,0,0,0,0,0,0,3,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,149500
70,60.0,9084,4,5,1940,1950,0.0,0.0,0.0,755.0,755.0,755,755,0,1510,1.0,0.0,1,0,4,1,7,1,1940.0,1.0,296.0,120,0,0,0,0,0,0,10,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,108000
190,60.0,10800,4,7,1900,2000,0.0,0.0,0.0,0.0,0.0,694,600,0,1294,0.0,0.0,2,0,3,2,7,0,0.0,0.0,0.0,220,114,210,0,0,0,0,8,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,106250
20,74.0,8556,7,5,2006,2006,0.0,0.0,0.0,1240.0,1240.0,1240,0,0,1240,0.0,0.0,2,0,2,1,5,0,2006.0,3.0,826.0,140,93,0,0,0,0,0,5,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,194000
20,70.0,9100,5,4,1962,1962,51.0,36.0,0.0,952.0,988.0,988,0,0,988,1.0,0.0,1,0,3,1,6,0,1977.0,2.0,624.0,0,0,0,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,129500
90,63.0,8668,5,5,1968,1968,0.0,0.0,0.0,1560.0,1560.0,1560,0,0,1560,0.0,0.0,2,0,4,2,8,0,1968.0,3.0,792.0,0,0,0,0,0,0,0,5,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,126000
20,70.0,11767,5,5,1950,1950,0.0,1078.0,0.0,0.0,1078.0,1368,0,0,1368,1.0,0.0,1,0,3,1,6,0,1950.0,1.0,195.0,0,41,211,0,0,0,900,6,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,120000
20,70.0,8400,7,5,2004,2005,109.0,712.0,0.0,761.0,1473.0,1484,0,0,1484,1.0,0.0,2,0,3,1,7,0,2004.0,2.0,606.0,0,35,0,144,0,0,0,5,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,213000
120,40.0,3874,8,5,1980,1980,0.0,807.0,0.0,419.0,1226.0,1226,0,0,1226,1.0,0.0,1,0,1,1,4,1,1980.0,2.0,484.0,133,78,0,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,190000
20,0.0,8076,6,6,1993,1994,112.0,705.0,0.0,455.0,1160.0,1169,0,0,1169,0.0,1.0,2,0,3,1,6,1,1993.0,2.0,402.0,0,26,0,0,144,0,0,7,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,183500
80,93.0,10090,7,5,1963,1999,364.0,242.0,483.0,0.0,725.0,1035,616,0,1651,0.0,1.0,2,0,4,1,6,2,1963.0,1.0,276.0,460,46,0,0,165,0,0,10,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,172000
20,67.0,8877,4,6,1938,1958,0.0,690.0,0.0,126.0,816.0,816,0,0,816,1.0,0.0,1,0,2,1,3,1,1958.0,1.0,288.0,0,0,0,0,0,0,0,5,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,100000
20,85.0,11058,7,6,2007,2007,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,0.0,0.0,2,0,3,1,6,0,2007.0,3.0,814.0,0,24,0,0,0,0,0,2,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,218836
190,60.0,10800,6,7,1905,2000,0.0,0.0,0.0,482.0,482.0,1221,691,0,1912,0.0,0.0,2,0,3,2,7,1,2003.0,2.0,672.0,0,25,212,0,0,0,0,4,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,163000
20,59.0,10936,7,5,2006,2006,0.0,0.0,0.0,1510.0,1510.0,1525,0,0,1525,0.0,0.0,2,1,3,1,6,1,2006.0,2.0,534.0,100,18,0,0,0,0,0,4,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,206580
60,65.0,8461,6,5,2005,2006,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,0.0,0.0,2,1,3,1,8,1,2005.0,2.0,390.0,0,24,0,0,0,0,0,7,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,163990
70,60.0,7518,5,8,1910,2004,0.0,0.0,0.0,396.0,396.0,665,665,0,1330,0.0,0.0,1,0,3,1,7,0,2001.0,1.0,390.0,0,72,45,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116500
60,0.0,8010,7,5,2002,2003,0.0,0.0,0.0,840.0,840.0,840,880,0,1720,0.0,0.0,2,1,3,1,7,1,2002.0,2.0,400.0,138,48,0,0,0,0,0,7,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,188000
85,0.0,10050,5,6,1966,1966,87.0,602.0,0.0,191.0,793.0,1280,0,0,1280,0.0,1.0,2,0,3,1,6,1,1966.0,2.0,432.0,140,40,0,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,175000
120,38.0,4740,8,5,1988,1988,0.0,248.0,0.0,918.0,1166.0,1179,0,0,1179,1.0,0.0,2,0,2,1,5,0,1988.0,2.0,480.0,0,108,0,0,135,0,0,10,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,182000
30,60.0,6978,5,7,1926,1980,0.0,0.0,0.0,850.0,850.0,960,0,0,960,0.0,0.0,1,0,2,1,5,0,1981.0,2.0,576.0,0,0,116,0,0,0,0,4,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,103000
20,0.0,11400,10,5,2001,2002,705.0,1282.0,0.0,1351.0,2633.0,2633,0,0,2633,1.0,0.0,2,1,2,1,8,2,2001.0,3.0,804.0,314,140,0,0,0,0,0,3,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,466500
20,66.0,9240,6,8,1959,1998,0.0,708.0,0.0,280.0,988.0,988,0,0,988,1.0,0.0,2,0,3,1,6,0,1959.0,1.0,297.0,156,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,149500
120,24.0,2304,7,7,1978,1978,0.0,632.0,6.0,423.0,1061.0,1055,0,0,1055,0.0,0.0,2,0,2,1,4,0,1978.0,1.0,319.0,108,32,0,0,0,0,0,4,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,142500
30,54.0,7223,5,5,1926,1950,0.0,319.0,0.0,971.0,1290.0,1422,0,0,1422,0.0,0.0,1,0,3,1,6,0,1973.0,1.0,352.0,0,0,64,0,0,0,0,4,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,136500
20,63.0,12680,7,6,1988,1988,102.0,983.0,0.0,692.0,1675.0,1688,0,0,1688,1.0,0.0,2,0,2,1,6,1,1988.0,2.0,528.0,0,48,0,0,141,0,0,6,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,226500
20,85.0,10176,7,5,1990,1990,0.0,637.0,0.0,663.0,1300.0,1341,0,0,1341,1.0,0.0,1,1,2,1,5,1,1990.0,2.0,506.0,192,0,0,0,0,0,0,2,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,171500
80,55.0,10780,5,5,1976,1976,0.0,483.0,0.0,428.0,911.0,954,0,0,954,0.0,0.0,1,0,3,1,6,0,1976.0,2.0,576.0,0,0,0,0,0,0,0,7,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,132500
90,0.0,8544,3,4,1949,1950,340.0,0.0,0.0,0.0,0.0,1040,0,0,1040,0.0,0.0,2,0,2,2,6,0,1949.0,2.0,400.0,0,0,0,0,0,0,0,5,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,87500
60,79.0,10646,7,5,2001,2001,513.0,681.0,0.0,177.0,858.0,872,917,0,1789,1.0,0.0,2,1,3,1,7,1,2001.0,2.0,546.0,0,0,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,223000
20,80.0,8400,6,9,1962,2005,237.0,0.0,0.0,1319.0,1319.0,1537,0,0,1537,1.0,0.0,1,1,3,1,7,1,1962.0,2.0,462.0,0,36,0,0,0,0,0,7,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,174000
20,85.0,15428,5,6,1951,1991,0.0,741.0,0.0,143.0,884.0,884,0,0,884,1.0,0.0,1,0,2,1,4,0,1951.0,1.0,270.0,0,0,0,0,195,0,0,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,142000
20,81.0,11216,8,5,2006,2006,0.0,0.0,0.0,1489.0,1489.0,1489,0,0,1489,0.0,0.0,2,0,3,1,7,1,2006.0,2.0,776.0,0,140,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,232600
20,78.0,10140,6,6,1974,1999,99.0,663.0,377.0,0.0,1040.0,1309,0,0,1309,1.0,0.0,1,1,3,1,5,1,1974.0,2.0,484.0,265,0,0,0,0,648,0,1,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,181000
160,42.0,3964,6,4,1973,1973,0.0,837.0,0.0,105.0,942.0,1291,1230,0,2521,1.0,0.0,2,1,5,1,10,1,1973.0,2.0,576.0,728,20,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,151400
20,98.0,11428,8,5,2006,2006,248.0,0.0,0.0,1626.0,1626.0,1634,0,0,1634,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,866.0,0,44,0,0,0,0,0,5,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,250000
60,80.0,10421,7,5,1988,1988,42.0,394.0,0.0,586.0,980.0,980,734,0,1714,0.0,0.0,2,1,3,1,7,1,1988.0,2.0,496.0,228,66,156,0,0,0,500,3,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,196500
75,75.0,13500,7,8,1879,1987,0.0,0.0,0.0,819.0,819.0,1312,1142,0,2454,0.0,0.0,2,0,3,1,8,1,1950.0,2.0,576.0,0,148,150,0,0,0,0,2,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,185000
20,75.0,9000,6,5,1969,1969,200.0,955.0,0.0,261.0,1216.0,1216,0,0,1216,1.0,0.0,1,0,3,1,5,0,1969.0,1.0,336.0,0,0,0,0,0,0,0,8,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,113000
20,60.0,8089,8,6,2007,2007,0.0,945.0,0.0,474.0,1419.0,1419,0,0,1419,1.0,0.0,2,0,2,1,7,1,2007.0,2.0,567.0,140,0,0,0,0,0,0,10,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,392000
90,35.0,9400,6,5,1975,1975,250.0,945.0,0.0,0.0,945.0,980,0,0,980,0.0,2.0,2,0,4,0,4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,127500
160,24.0,2117,6,5,2000,2000,216.0,417.0,0.0,339.0,756.0,769,804,0,1573,0.0,0.0,2,1,3,1,4,0,2000.0,2.0,440.0,0,32,0,0,0,0,0,9,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,177000
60,85.0,10625,6,5,2004,2004,353.0,0.0,0.0,1158.0,1158.0,1158,1285,0,2443,0.0,0.0,2,1,4,1,9,1,2004.0,3.0,744.0,193,127,0,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,265000
60,106.0,8413,8,5,1998,1998,0.0,901.0,0.0,319.0,1220.0,1220,1142,0,2362,1.0,0.0,2,1,3,1,8,2,1998.0,2.0,1105.0,147,0,36,0,144,0,0,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,312500
